R_stu,I_stu,A_stu,S_stu,E_stu,C_stu,R_voc,I_voc,A_voc,S_voc,E_voc,C_,Hitrate,Firstcodepercentage,Twocodespercentage,Decliningrate,Delayrate,StudySuspensionrate,TotalSuspensionrate,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_bachelor,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,salary_mas_vs_bach,emplorate_mas_vs_bach
0,0,1,1,0,0,0,0,1,1,0,0,6,0.42,0.19,-0.085840703,0.061674009,0.050925926,0.08912037,0.04518664,0.035363458,0,51172,32392,0.9478,0.8054,-0.0158,1138.75,0.0196,1348,1.579772783,1.176806556
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,0.019975878,0.117263844,0.041935484,0.066129032,0.015734266,0.012237762,0,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.02712498,0.088091354,0.046751189,0.074484945,0.020117351,0.019279128,0.001676446,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,0,0,0,1,1,4,0.27,0.18,-0.049448204,0.072368421,0.044554455,0.084158416,0.116883117,0.116883117,0,42410,33355,0.9474,0.8108,0.0057,-4806.25,-0.0238,1953,1.271473542,1.16847558
1,0,0,1,0,1,1,1,0,0,0,0,3,0.44,0.33,-0.118866324,0.05859375,0.102766798,0.148221344,0.035555556,0.035555556,0.004444444,49492,38897,0.9571,0.8387,-0.0243,122.67,0.0227,3606,1.272386045,1.14117086
1,1,0,0,0,0,1,1,0,0,0,0,6,0.25,0.25,-0.145581199,0.037162162,0.067729084,0.09561753,0.035714286,0.025,0.007142857,43830,33686,0.9632,0.791,-0.0442,3394.67,0.0381,2489,1.301134002,1.217699115
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,-0.180759839,0.031890661,0.031531532,0.064189189,0.036253776,0.036253776,0.003021148,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
1,1,1,0,0,0,1,1,0,0,0,0,5,0.4,0.4,-0.142108586,0.09375,0.056962025,0.120253165,0.075376884,0.060301508,0.010050251,41235,32106,0.9067,0.6571,0.0225,9128.33,0.024,3242,1.284339376,1.37985086
0,0,1,1,1,1,0,0,0,0,1,1,4,0.36,0.21,0.018535757,0.02827381,0.085302806,0.138478582,0.017040359,0.016591928,0.00044843,74074,34554,0.8597,0.6386,0.0225,-59,0.024,4410,2.143717081,1.34622612
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,-0.107679864,0.055045872,0.082568807,0.142201835,0.039893617,0.031914894,0.002659574,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
1,1,0,0,0,0,1,1,0,0,0,0,6,0.77,0.69,-0.137017544,0.039007092,0.060143627,0.108617594,0.026627219,0.023668639,0,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,-0.096792328,0.052264808,0.056939502,0.096085409,0.022727273,0.022727273,0.003787879,47556,32770,0.9697,0.91,-0.0026,2042.25,0.0043,2519,1.451205371,1.065604396
0,0,0,1,1,0,0,0,1,0,1,0,4,0.33,0.22,-0.022639912,0.08047105,0.065827686,0.109390126,0.013143483,0.013143483,0,48173,36402,0.8182,0.7395,0.044,1725.33,0.019,3208,1.323361354,1.106423259
0,0,1,1,0,0,0,0,1,1,0,0,6,0.64,0.36,-0.046308244,0.080152672,0.101960784,0.147058824,0.044280443,0.022140221,0.003690037,55445,35148,0.8462,0.8071,-0.0214,4103.5,0.0025,2730,1.577472402,1.04844505
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,-0.12551933,0.044836957,0.038081805,0.069816643,0.021680217,0.021680217,0,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,-0.248687811,0.015706806,0.065217391,0.106280193,0.054216867,0.054216867,0,42664,30968,0.9091,0.7883,0.007,1791,0.0087,2463,1.377680186,1.153241152
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.159670705,0.044293015,0.053389831,0.097457627,0.01754386,0.016290727,0.002506266,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.43,-0.087673459,0.049528302,0.090293454,0.15462754,0.035278155,0.029850746,0.002713704,39460,30452,0.8475,0.8429,-0.0086,-1709.5,0.0237,1911,1.295809799,1.00545735
1,1,1,0,0,0,1,1,0,0,0,0,5,0.4,0.4,-0.179059593,0.029850746,0.052794404,0.082897694,0.049122807,0.042105263,0.007017544,38836,27431,0.9756,0.8723,0.0205,-666.5,-0.0139,2424,1.415770479,1.118422561
1,1,0,1,0,0,1,0,0,0,1,0,3,0.43,0.29,-0.160206787,0.046568627,0.083756345,0.164974619,0.041152263,0.032921811,0,35701,27849,0.9273,0.8438,0.0013,-3469.2,0.038,1952,1.281949083,1.098957099
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,-0.055695242,0.041602465,0.030769231,0.042307692,0.015736767,0.012875536,0.001430615,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
0,0,0,0,1,1,0,0,0,0,1,1,6,0.36,0.36,-0.069546197,0.073566085,0.061021171,0.084682441,0.013900956,0.013900956,0,47891,35605,0.9136,0.8507,-0.0288,3054.75,0.0033,4175,1.345063896,1.073939109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.208229978,0.037563452,0.043343653,0.077915377,0.019005031,0.017328116,0.001117943,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.236321891,0.043604651,0.044159544,0.081196581,0.0256917,0.0256917,0.003952569,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.63,0.38,-0.096754784,0.032786885,0.039047077,0.077634088,0.017647059,0.017647059,0.005882353,39181,33191,0.9048,0.5789,0.04,820.5,0.0706,5252,1.18047061,1.562964243
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.3,-0.118366013,0.052208835,0.048,0.07,0.054744526,0.054744526,0,41565,30190,0.8765,0.8037,0.0493,854.5,0.0189,3952,1.376780391,1.090581063
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.08858358,0.062784349,0.048046066,0.086820026,0.0180472,0.016196205,0.001388246,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,0,0,1,0,0,0,0,1,1,4,0.33,0.17,-0.010710554,0.072413793,0.052264808,0.067944251,0.033980583,0.033980583,0,44304,32241,1,0.931,-0.0565,-87.25,0.0162,1758,1.374150926,1.074113856
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.196334805,0.035532995,0.045654083,0.073309921,0.015893471,0.014604811,0.000429553,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,1,1,0,0,5,0.36,0.27,-0.012237762,0.083756345,0.074550129,0.105398458,0.014018692,0.014018692,0,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
0,0,1,1,1,0,0,0,1,0,1,0,5,0.5,0.25,0.013590794,0.152173913,0.061674009,0.074889868,0.020833333,0.020833333,0,50516,32518,0.8065,0.7119,-0.0741,-3712.6,0.0173,3261,1.553478074,1.132883832
0,1,1,1,0,0,0,1,0,1,0,0,5,1,1,-0.172335601,0.050251256,0.072315332,0.142670456,0.053691275,0.053691275,0.013422819,54095,38687,0.968,0.8774,0.0146,-2980.97,0.0202,1623,1.398273322,1.103259631
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.07798445,0.03,0.051378446,0.100250627,0.033149171,0.03038674,0.001381215,42666,33459,0.9286,0.8452,-0.0062,-5787.67,0.0273,-11630,1.275172599,1.09867487
0,1,0,0,0,0,0,1,0,0,0,1,5,1,1,-0.081935602,0.018404908,0.030523256,0.04505814,0.035587189,0.03202847,0.014234875,53560,49218,0.949,0.8689,0.0266,3097.25,0.0374,3904,1.088219757,1.092185522
0,0,0,1,0,1,0,1,0,1,0,0,4,0.71,0.57,-0.149039568,0.044520548,0.117437722,0.199288256,0.04859335,0.04859335,0.012787724,69710,52190,0.9614,0.9602,-0.0074,1539.67,0.005,2271,1.335696494,1.00124974
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.33,-0.047801305,0.046632124,0.060034305,0.102058319,0.020072993,0.019160584,0.002737226,64152,37278,0.9254,0.8658,0.0022,2351.67,0.0226,2428,1.720907774,1.068838069
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.071188071,0.051383399,0.004149378,0.022821577,0.015384615,0.015384615,0.007692308,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.25,0.25,-0.113320296,0.055793991,0.091286307,0.161825726,0.043046358,0.043046358,0.009933775,43830,33686,0.9632,0.791,-0.0442,3394.67,0.0381,2489,1.301134002,1.217699115
1,0,0,1,0,1,1,1,0,0,0,0,3,0.44,0.33,-0.072235218,0.038461538,0.068329718,0.117136659,0.040780142,0.040780142,0.005319149,49492,38897,0.9571,0.8387,-0.0243,122.67,0.0227,3606,1.272386045,1.14117086
1,1,0,0,0,0,1,1,0,0,0,0,6,0.77,0.69,-0.138544277,0.057591623,0.043909763,0.077459917,0.032592593,0.032592593,0.007407407,60185,36818,0.9085,0.7526,0.03,591.67,0.0165,7399,1.634662393,1.207148552
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.006018037,0.035502959,0.089416058,0.135948905,0.020768432,0.020768432,0.007268951,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,1,1,0,0,0,0,1,0,1,0,4,0.5,0.5,-0.108032935,0.011257036,0.082089552,0.131529851,0.022696929,0.022696929,0.002670227,50582,33165,0.7902,0.6371,0.0067,-772,0.028,1636,1.525162068,1.240307644
0,0,0,1,0,1,0,0,1,1,0,0,4,0.86,0.43,-0.094984937,0.018469657,0.159810127,0.264240506,0.044585987,0.044585987,0.003184713,71112,45705,0.9778,0.9024,0.0084,1621.33,-0.0021,1748,1.55589104,1.083554965
1,1,0,0,0,1,0,0,1,1,0,0,1,0.44,0.33,-0.13731374,0.037135279,0.066757493,0.110354223,0.032986111,0.032986111,0.001736111,57882,36175,0.9348,0.8765,0.0129,-134.5,0.0014,3413,1.600055287,1.066514546
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,-0.001540885,0.057497182,0.099307159,0.159353349,0.029411765,0.029411765,0.00317965,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,1,0,0,0,0,1,1,0,0,6,0.71,0.29,-0.070409644,0.038709677,0.141447368,0.208881579,0.025735294,0.025735294,0.007352941,66694,39105,0.9654,0.8494,-0.0103,1833.67,0.0132,1961,1.705510804,1.136566988
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.157348143,0.032967033,0.026470588,0.041176471,0.031189084,0.031189084,0.011695906,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.050834351,0.033444816,0.023810641,0.037974981,0.032786885,0.032786885,0.008196721,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,1,1,0,0,5,0.36,0.27,0.034576104,0.040650407,0.097826087,0.147342995,0.044117647,0.044117647,0.004201681,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
1,1,0,0,0,1,0,1,0,1,0,0,3,0.38,0.25,-0.116130824,0.038610039,0.027034667,0.062684124,0.018367347,0.012244898,0,39771,28359,0.9425,0.8571,0.0167,2560,0.0022,1598,1.402411933,1.099638315
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.33,-0.099490412,0.043478261,0.016363636,0.054545455,0.03562341,0.015267176,0,39621,28972,0.9083,0.8297,0.0179,-5907.25,-0.0086,3662,1.367561784,1.094733036
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.115069474,0.041666667,0.013307985,0.034220532,0.012711864,0.006355932,0,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,1,1,1,0,0,0,0,5,0.4,0.3,-0.156383968,0.025793651,0.026974952,0.0761079,0.026539278,0.020169851,0.003184713,39669,30866,0.8633,0.8438,0.0163,4005.67,0.0371,5015,1.285200544,1.023109742
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.12938189,0.035175879,0.033694344,0.090854392,0.031799163,0.025104603,0.00167364,38367,27171,0.9663,0.865,0.0138,1399.2,0.024,2350,1.412056973,1.117109827
1,1,0,0,0,0,1,1,0,0,0,0,6,0.36,0.36,-0.084501734,0.032388664,0.020306078,0.055213065,0.040123457,0.024691358,0.00308642,43700,33300,0.9255,0.8701,-0.0445,1018.67,0.0137,3716,1.312312312,1.063670842
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,-0.103960081,0.032051282,0.030164534,0.075411335,0.039359573,0.036691127,0.008672448,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,0.038064601,0.036697248,0.032534247,0.077054795,0.01849711,0.012716763,0.001156069,50848,50928,0.9,0.8881,-0.0557,265.2,0.0348,7648,0.998429155,1.013399392
1,1,0,0,0,0,1,1,0,0,0,0,6,0.71,0.71,-0.080035719,0.027777778,0.035553411,0.070945946,0.017621145,0.013215859,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.090299003,0.050653595,0.017677271,0.037132097,0.020153551,0.009596929,0,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,-0.021806263,0.016431925,0.012315271,0.025862069,0.014925373,0.006633499,0,49711,35007,0.9317,0.8756,-0.0057,4187.5,0.0136,5328,1.42003028,1.064070352
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.120440698,0.025764895,0.031256921,0.06571961,0.033878505,0.02453271,0.001168224,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.022680244,0.035564854,0.02131791,0.053687255,0.023589744,0.014358974,0.002051282,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,1,0,1,0,1,0,0,3,0.38,0.25,-0.10372911,0.017006803,0.035836177,0.071672355,0.02259887,0.016949153,0,39771,28359,0.9425,0.8571,0.0167,2560,0.0022,1598,1.402411933,1.099638315
0,0,0,0,0,0,1,0,1,0,0,0,4,0.38,0.25,-0.083648459,0.067669173,0.031914894,0.074468085,0.127272727,0.127272727,0.036363636,53843,30796,0.8947,0.7746,0.0677,-8451,0.0178,2329,1.748376413,1.155047767
0,0,1,0,0,0,0,0,1,0,1,0,5,0.35,0.17,-0.06137793,0.084507042,0.070224719,0.162921348,0.041237113,0.033505155,0,48340,30802,0.7742,0.8264,0.0129,-882,0.005,2976,1.569378612,0.936834463
0,0,1,1,0,0,0,0,1,0,1,0,4,0.5,0.5,-0.060053313,0.080536913,0.025087117,0.060391637,0.033027523,0.029357798,0.011009174,50582,33165,0.7902,0.6371,0.0067,-772,0.028,1636,1.525162068,1.240307644
0,0,1,1,0,0,1,0,1,0,0,0,4,0.5,0.4,0.004798551,0.081712062,0.053014681,0.098493302,0.035812672,0.022038567,0.002754821,42788,29187,0.8111,0.7804,-0.0193,-415.5,0.0161,1938,1.465995135,1.039338801
0,0,1,1,0,0,0,0,1,0,1,0,4,0.42,0.21,-0.036019106,0.123543124,0.067505721,0.171624714,0.035087719,0.032388664,0.002699055,44743,28300,0.8161,0.7935,0.0285,417.8,0.0422,598,1.581024735,1.028481411
0,0,1,1,1,0,0,0,1,0,1,0,5,0.3,0.2,-0.074145299,0.092198582,0.027265062,0.056079665,0.0375,0.032142857,0.005357143,38543,34778,0.9565,0.8667,-0.0381,-1280.75,-0.0401,4602,1.108258094,1.1036114
0,0,1,1,1,0,1,0,1,1,0,0,4,0.67,0.33,-0.085164351,0.105943152,0.042780749,0.097593583,0.02238806,0.020522388,0.005597015,50516,32518,0.8065,0.7119,-0.0741,-3712.6,0.0173,3261,1.553478074,1.132883832
0,0,1,1,0,0,0,0,1,0,1,0,4,0.42,0.21,0.057573678,0.068041237,0.033807829,0.106761566,0.032904149,0.030042918,0.001430615,37989,31819,0.9,0.8715,-0.0399,939,0.0139,1252,1.193909299,1.032702238
0,0,1,0,0,0,1,0,1,0,0,0,5,0.42,0.21,0.000512881,0.111111111,0.044270833,0.091145833,0.02955665,0.024630542,0.014778325,,28519,,0.6667,-0.1282,-4966,0,-7118,0,0
0,0,1,1,1,0,0,0,1,0,1,0,5,0.5,0.25,-0.086021607,0.098532495,0.050935551,0.113305613,0.041835358,0.037786775,0.004048583,50516,32518,0.8065,0.7119,-0.0741,-3712.6,0.0173,3261,1.553478074,1.132883832
1,0,0,1,1,0,1,0,1,1,0,0,4,0.7,0.3,-0.013729128,0.113122172,0.038990826,0.098623853,0.038990826,0.036697248,0.004587156,65291,37390,0.9579,0.8674,0.0015,441,0.0049,1477,1.746215566,1.104334794
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,-0.050374989,0.101886792,0.026819923,0.076628352,0.034764826,0.034764826,0.014314928,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,0,0,1,1,0,1,0,1,1,0,0,4,0.7,0.3,-0.082951493,0.065789474,0.057377049,0.127322404,0.05915493,0.052394366,0.006197183,57882,36175,0.9348,0.8765,0.0129,-134.5,0.0014,3413,1.600055287,1.066514546
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,-0.071691176,0.042713568,0.019753086,0.04691358,0.043701799,0.041131105,0.006426735,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,0.018568829,0.048,0.012919402,0.028858953,0.039759036,0.034939759,0.006024096,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,-0.078907633,0.033149171,0.016437521,0.045877332,0.036443149,0.032069971,0.001457726,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,-0.10025006,0.025641026,0.020906177,0.032215181,0.02640264,0.02310231,0.00330033,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.047463502,0.110687023,0.048346056,0.103053435,0.09114249,0.079589217,0.026957638,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,-0.101641414,0.019480519,0.016893263,0.042258523,0.023026316,0.016447368,0.003289474,57012,31724,0.954,0.8142,0.0051,2206.5,0.0373,5487,1.797125205,1.171702284
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,0.063301082,0.041055718,0.020571035,0.037151703,0.03697479,0.033613445,0.008403361,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,1,1,0,0,0,0,1,1,0,0,6,0.86,0.86,-0.010940608,0.025,0.021634615,0.028846154,0.014423077,0.012019231,0.007211538,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.019869281,0.024752475,0.017923362,0.037082818,0.035120148,0.032039433,0.011090573,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.073367633,0.086455331,0.016320475,0.035608309,0.064179104,0.059701493,0.013432836,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.007190591,0.035714286,0.007142857,0.034285714,0.025454545,0.023636364,0.010909091,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,-0.061833971,0.056179775,0.019121813,0.042492918,0.040208488,0.035740879,0.007446016,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.010712119,0.040816327,0.021710526,0.054605263,0.024473148,0.02039429,0.006798097,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.033218357,0.027431421,0.016245487,0.050541516,0.040178571,0.035714286,0.013392857,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
1,0,0,1,1,0,1,0,1,1,0,0,4,0.7,0.3,-0.078287116,0.053941909,0.018595041,0.061983471,0.025,0.021875,0.00625,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,0.104227053,0.080508475,0.04787234,0.130851064,0.034782609,0.022360248,0.003726708,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
0,0,1,1,0,0,0,0,1,1,0,0,6,0.36,0.21,-0.050810904,0.033505155,0.046717172,0.119949495,0.024263432,0.010398614,0.006932409,55646,32146,0.8457,0.8159,0.0163,326.25,0.0154,2303,1.731039632,1.036524084
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.02081438,0.027777778,0.043859649,0.100877193,0.049382716,0.019400353,0.012345679,50771,31494,0.9266,0.9273,0.0025,-959.25,0.012,1870,1.612084842,0.99924512
0,0,1,0,1,1,0,0,0,0,1,1,5,0.56,0.44,-0.029835599,0.019607843,0.017361111,0.076388889,0.049180328,0.016393443,0.016393443,47778,32551,0.8642,0.823,0.005,-571.5,0.0165,2697,1.467789008,1.050060753
0,0,1,0,1,1,1,1,1,1,1,1,3,0.6,0.2,-0.377419355,0,0.019230769,0.048076923,0.048192771,0.012048193,0.012048193,53868,29757,0.9048,0.8824,-0.0287,-940.67,0.0206,3212,1.810263131,1.025385313
0,0,1,1,0,0,0,0,1,1,0,0,6,0.88,0.88,-0.047524155,0.032085561,0.037433155,0.101604278,0.03125,0.0125,0.009375,64152,37278,0.9254,0.8658,0.0022,2351.67,0.0226,2428,1.720907774,1.068838069
0,0,1,1,0,0,0,0,1,0,1,0,4,0.5,0.5,-0.167623763,0.034285714,0.036741214,0.095846645,0.029177719,0.00530504,0.00530504,50582,33165,0.7902,0.6371,0.0067,-772,0.028,1636,1.525162068,1.240307644
0,0,0,1,0,1,0,0,1,1,0,0,4,0.86,0.43,-0.058721721,0.024390244,0.041666667,0.097222222,0.022018349,0.011009174,0.009174312,71112,45705,0.9778,0.9024,0.0084,1621.33,-0.0021,1748,1.55589104,1.083554965
0,0,1,1,0,0,0,0,1,1,0,0,6,0.6,0.3,-0.009886519,0.019607843,0.064876957,0.144295302,0.023945268,0.010262258,0.005701254,66694,39105,0.9654,0.8494,-0.0103,1833.67,0.0132,1961,1.705510804,1.136566988
0,0,1,1,0,0,1,0,1,0,0,0,4,0.5,0.4,-0.101963241,0.035608309,0.045189504,0.097667638,0.026262626,0.01010101,0.008080808,44743,28300,0.8161,0.7935,0.0285,417.8,0.0422,598,1.581024735,1.028481411
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.101005119,0.028776978,0.027027027,0.083011583,0.039893617,0.037234043,0.026595745,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,1,0,1,0,0,0,1,5,0.45,0.25,-0.096233522,0.070707071,0.040358744,0.073991031,0.046728972,0.024922118,0.009345794,50944,33268,0.9042,0.7735,0.1107,-84.75,0.0147,3756,1.53132139,1.168972204
1,1,0,0,0,1,0,0,1,1,0,0,1,0.44,0.33,-0.364957265,0,0.026315789,0.043859649,0.051546392,0.051546392,0.030927835,73629,29759,0.9299,0.8256,-0.0038,-11749.6,-0.0008,7868,2.47417588,1.126332364
0,0,0,0,0,0,1,1,0,1,0,1,2,0.33,0.33,-0.055225576,0.008264463,0.037606778,0.097906105,0.045351474,0.024943311,0.011337868,52934,29565,0.9493,0.9024,-0.0013,410.33,0.017,3105,1.790427871,1.051972518
1,0,1,1,1,1,0,1,0,1,0,0,1,0.36,0.21,-0.095244259,0.030567686,0.043624161,0.097315436,0.072327044,0.047169811,0.022012579,48323,32744,0.8476,0.8029,-0.0023,-2966,0.0254,2259,1.475781823,1.055673185
0,0,1,0,0,0,0,0,1,0,1,0,5,0.5,0.2,-0.075627196,0.02,0.020467836,0.045808967,0.024415056,0.023397762,0.006103764,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
1,1,0,0,0,0,1,1,0,0,0,0,6,0.56,0.33,0.1378763,0.08259587,0.011318577,0.023564341,0.031825796,0.030150754,0.020100503,54061,35251,0.9551,0.8842,-0.0079,3279.7,0.0558,3865,1.533601884,1.080185478
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.25,-0.104216614,0.020242915,0.04055682,0.064867488,0.031180401,0.028953229,0.006681514,52487,30664,0.9539,0.8306,-0.0023,3555.5,0.0122,5908,1.711681451,1.148446906
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,0.004949508,0.068119891,0.009615385,0.027472527,0.037087912,0.037087912,0.012362637,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
0,1,0,0,1,1,0,0,0,0,1,1,5,0.72,0.64,-0.070620116,0.05,0.034031414,0.065445026,0.042711235,0.04178273,0.012070566,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.027338096,0.052525253,0.025961538,0.076923077,0.040776699,0.036893204,0.004854369,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,0,0,0,0,0,0,0,0,1,1,4,0.43,0.43,0.001264503,0.049180328,0.029488232,0.077004652,0.044444444,0.041269841,0.006349206,51550,27875,0.9255,0.8248,0.001,1802.25,0.0186,4039,1.849327354,1.122090204
